"","OccurrenceID","GUID","Herbarium","Collection","Dataset","Accession","Catalog","Barcode","Other.Catalog.Numbers","Information.Withheld","Basis.of.Record","Family","Accepted.Name","Scientific.Name","Notho.Genus","Genus","Notho.Species","Specific.Epithet","Specific.Authors","Infraspecific.Rank","Notho.Infraspecies","Infraspecific.Epithet","Infraspecific.Authors","Hybrid.Symbol","X2nd.Notho.Genus","X2nd.Genus","X2nd.Notho.Species","X2nd.Specific.Epithet","X2nd.Specific.Authors","X2nd.Infraspecific.Rank","X2nd.Notho.Infraspecies","X2nd.Infraspecific.Epithet","X2nd.Infraspecific.Authors","Cultivar","Name.Qualifier","Qualifier.Position","Type.Specimen.","Type.Status","Specimen.Notes","Phenology","Origin","Cultivated.","Imaged.","Site.Number","Collector","Collector.Number","Other.Collectors","Day.Collected","Month.Collected","Year.Collected","Verbatim.Collection.Date","Country","State.or.Province","County","Locality","Site.Description","Verbatim.Elevation","Minimum.Elevation.in.Meters","Maximum.Elevation.in.Meters","Verbatim.Coordinates","Decimal.Latitude","Decimal.Longitude","Valid.LatLng","Geodetic.Datum","Coordinate.Uncertainty.in.Meters","Georeferenced.By","Georeference.Sources","Georeference.Remarks"
"536",814972,"RBCM:Botany:V156370","V","Vascular Plants",NA,"","V156370","","","","PreservedSpecimen","Violaceae","Viola glabella","Viola glabella",NA,"Viola","","glabella",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5582","",29,5,1981,"29/05/1981","Canada","British Columbia","","Texada Island; Cranby Lake: forest is NW of lake.","","",NA,NA,"","49.7",-124.5,"Y","","","","",""
"537",816156,"RBCM:Botany:V157629","V","Vascular Plants",NA,"","V157629","","","","PreservedSpecimen","Montiaceae","Claytonia sibirica","Claytonia sibirica",NA,"Claytonia","","sibirica",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5572","",29,5,1981,"29/05/1981","Canada","British Columbia","Gulf Islands","Texada Island: road to Mount Comet.","","",NA,NA,"","49.666667",-124.416667,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"538",821311,"RBCM:Botany:V162805","V","Vascular Plants",NA,"","V162805","","","","PreservedSpecimen","Grossulariaceae","Ribes lacustre","Ribes lacustre",NA,"Ribes","","lacustre",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5578","",29,5,1981,"29/05/1981","Canada","British Columbia","","","","",NA,NA,"","49.666667",-124.416667,"Y","","","","",""
"539",821470,"RBCM:Botany:V162964","V","Vascular Plants",NA,"","V162964","","","","PreservedSpecimen","Boraginaceae","Myosotis discolor","Myosotis discolor",NA,"Myosotis","","discolor",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5571","",29,5,1981,"29/05/1981","Canada","British Columbia","","Texada Island: road to Mount Comet.","","",NA,NA,"","49.666667",-124.416667,"Y","","","","",""
"540",822007,"RBCM:Botany:V163500","V","Vascular Plants",NA,"","V163500","","","","PreservedSpecimen","Primulaceae","Lysimachia latifolia","Trientalis latifolia",NA,"Trientalis","","latifolia",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5573","",29,5,1981,"29/05/1981","Canada","British Columbia","","Texada Island: road to Mount Comet.","","",NA,NA,"","49.666667",-124.416667,"Y","","","","",""
"541",822021,"RBCM:Botany:V163514","V","Vascular Plants",NA,"","V163514","","","","PreservedSpecimen","Rosaceae","Rubus ursinus","Rubus ursinus ssp. macropetalus",NA,"Rubus","","ursinus",NA,"ssp.",NA,"macropetalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5583","",21,5,1981,"21/05/1981","Canada","British Columbia","","","","",NA,NA,"","49.666667",-124.416667,"Y","","","","",""
"542",822031,"RBCM:Botany:V163524","V","Vascular Plants",NA,"","V163524","","","","PreservedSpecimen","Rosaceae","Fragaria virginiana","Fragaria virginiana",NA,"Fragaria","","virginiana",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5574","",29,5,1981,"29/05/1981","Canada","British Columbia","","Texada Island: road to Mount Comet.","","",NA,NA,"","49.666667",-124.416667,"Y","","","","",""
"543",825619,"RBCM:Botany:V167096","V","Vascular Plants",NA,"","V167096","","","","PreservedSpecimen","Ophioglossaceae","Botrypus virginianus","Botrychium virginianum",NA,"Botrychium","","virginianum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5577","",29,5,1981,"29/05/1981","Canada","British Columbia","Gulf Islands","Texada Island: NW of Cranby Lake.","","",NA,NA,"","49.7",-124.5,"Y","","","","Gazetteer of Canada: British Columbia, 1983",""
"544",829144,"RBCM:Botany:V170699","V","Vascular Plants",NA,"","V170699","","","","PreservedSpecimen","Fabaceae","Medicago lupulina","Medicago lupulina",NA,"Medicago","","lupulina",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5608","",29,5,1981,"29/05/1981","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.75",-124.55,"Y","","","","",""
"545",829945,"RBCM:Botany:V171490X","V","Vascular Plants",NA,"","V171490X","","","","PreservedSpecimen","Lamiaceae","Lycopus americanus","Lycopus americanus",NA,"Lycopus","","americanus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5585","",29,5,1981,"29/05/1981","Canada","British Columbia","Gulf Islands","Texada Island; Cranby Lake: Cranby Lake.","","",NA,NA,"","49.666667",-124.416667,"Y","","","","Source",""
"546",841704,"RBCM:Botany:V183386  V","V","Vascular Plants",NA,"","V183386  V","","","","PreservedSpecimen","Asparagaceae","Maianthemum stellatum","Smilacina stellata",NA,"Smilacina","","stellata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5586","",29,5,1981,"29/05/1981","Canada","British Columbia","Gulf Islands","Texada Island; Cranby Lake: NW of Cranby Lake.","","",NA,NA,"","49.7",-124.5,"Y","","","","British Columbia Digital Gazetteer, 1996",""
"547",843119,"RBCM:Botany:V184801","V","Vascular Plants",NA,"","V184801","","","","PreservedSpecimen","Caryophyllaceae","Stellaria calycantha","Stellaria calycantha",NA,"Stellaria","","calycantha",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5580","",29,5,1981,"29/05/1981","Canada","British Columbia","Gulf Islands","Texada Island: alder forest NW of Cranby lake.","","",NA,NA,"","49.666667",-124.4,"Y","","","","British Columbia Digital Gazetteer, 1996",""
"548",849744,"RBCM:Botany:V191466","V","Vascular Plants",NA,"","V191466","","","","PreservedSpecimen","Cyperaceae","Carex pachystachya","Carex pachystachya",NA,"Carex","","pachystachya",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5589","",21,5,1981,"21/05/1981","Canada","British Columbia","Gulf Islands","Texada Island: NW of Canby Lake (not gazetted)","","",NA,NA,"","49.666667",-124.4,"Y","","","","British Columbia Digital Gazetteer, 1996",""
"549",805583,"RBCM:Botany:V132070","V","Vascular Plants",NA,"","V132070","","","","PreservedSpecimen","Cyperaceae","Carex leptalea","Carex leptalea",NA,"Carex","","leptalea",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Oldriska Ceska","s.n.","",9,6,1978,"09/06/1978","Canada","British Columbia","Gulf Islands","","","30 m",30,NA,"","49.716667",-124.516667,"Y","","","","Source",""
"550",805587,"RBCM:Botany:V132076","V","Vascular Plants",NA,"","V132076","","","","PreservedSpecimen","Cyperaceae","Carex cusickii","Carex cusickii",NA,"Carex","","cusickii",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Oldriska Ceska","s.n.","",9,6,1978,"09/06/1978","Canada","British Columbia","Texada Island","","","30 m",30,NA,"","49.716667",-124.516667,"Y","","","","Source",""
"551",812725,"RBCM:Botany:V153734","V","Vascular Plants",NA,"","V153734","","","","PreservedSpecimen","Caryophyllaceae","Silene antirrhina","Silene antirrhina",NA,"Silene","","antirrhina",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Oldriska Ceska","s.n.","",9,6,1978,"09/06/1978","Canada","British Columbia","","Texada Island: Cranz? Lake.","","",NA,NA,"","49.666667",-124.416667,"Y","","","","",""
"552",825715,"RBCM:Botany:V167192","V","Vascular Plants",NA,"","V167192","","","","PreservedSpecimen","Aspleniaceae","Asplenium","Asplenium",NA,"Asplenium","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Oldriska Ceska","s.n.","",9,6,1978,"09/06/1978","Canada","British Columbia","Gulf Islands","Texada Island; Emily Lake: above the lake.","","",NA,NA,"","49.75",-124.55,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"553",831082,"RBCM:Botany:V172625","V","Vascular Plants",NA,"","V172625","","","","PreservedSpecimen","Typhaceae","Sparganium emersum","Sparganium angustifolium ssp. emersum",NA,"Sparganium","","angustifolium",NA,"ssp.",NA,"emersum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Patrick Warrington","1119","Oldriska Ceska",9,6,1978,"09/06/1978","Canada","British Columbia","Gulf Islands","","","275 ft.",83,NA,"","49.695556",-124.505556,"Y","","","","Source",""
"554",833202,"RBCM:Botany:V174768","V","Vascular Plants",NA,"","V174768","","","","PreservedSpecimen","Lentibulariaceae","Utricularia gibba","Utricularia gibba",NA,"Utricularia","","gibba",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Patrick Warrington","926","Oldriska Ceska",9,6,1978,"09/06/1978","Canada","British Columbia","","","","275 ft.",83,NA,"","49.695556",-124.505556,"Y","","","","Source",""
"555",833203,"RBCM:Botany:V174769","V","Vascular Plants",NA,"","V174769","","","","PreservedSpecimen","Lentibulariaceae","Utricularia gibba","Utricularia gibba",NA,"Utricularia","","gibba",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Patrick Warrington","1029","Oldriska Ceska",9,6,1978,"09/06/1978","Canada","British Columbia","","Texada Island; Myrtle Lake; Case Lake: Beaver dammed swamp E of Myrtle Lake.","","275 ft.",83,NA,"","49.720833",-124.511667,"Y","","","","Source",""
"556",836727,"RBCM:Botany:V178412","V","Vascular Plants",NA,"","V178412","","","[locality and coordinates withheld; status in British Columbia: S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Asteraceae","Packera macounii","Senecio macounii",NA,"Senecio","","macounii",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Blue.","","","N","N",NA,"Oldriska Ceska","s.n.","",9,6,1978,"09/06/1978","Canada","British Columbia","","[Locality and coordinates withheld]","","",NA,NA,"","",NA,"","","","","",""
"557",838528,"RBCM:Botany:V180215","V","Vascular Plants",NA,"","V180215","","","","PreservedSpecimen","Primulaceae","Lysimachia thyrsiflora","Lysimachia thyrsiflora",NA,"Lysimachia","","thyrsiflora",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","s.n.","Patrick Warrington",9,6,1978,"09/06/1978","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.75",-124.55,"Y","","","","British Columbia Digital Gazetteer, 1996",""
"558",793449,"RBCM:Botany:V089276A","V","Vascular Plants",NA,"","V089276A","","","","PreservedSpecimen","Amaryllidaceae","Allium cernuum","Allium cernuum",NA,"Allium","","cernuum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Randy Bouchard","086RB Comox","D. Kennedy",31,5,1976,"31/05/1976","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.65",-124.466667,"Y","","","","Computer Gazetteer",""
"559",793450,"RBCM:Botany:V089276B","V","Vascular Plants",NA,"","V089276B","","","","PreservedSpecimen","Melanthiaceae","Toxicoscordion venenosum","Zigadenus venenosus",NA,"Zigadenus","","venenosus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Randy Bouchard","086RB Comox","D. Kennedy",31,5,1976,"31/05/1976","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.65",-124.466667,"Y","","","","Computer Gazetteer",""
"560",793458,"RBCM:Botany:V089354","V","Vascular Plants",NA,"","V089354","","","","PreservedSpecimen","Rosaceae","Cotoneaster horizontalis","Cotoneaster horizontalis",NA,"Cotoneaster","","horizontalis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Randy Bouchard","090RB Comox","D. Kennedy",31,5,1976,"31/05/1976","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.783333",-124.616667,"Y","","","","Computer Gazetteer",""
"561",842746,"RBCM:Botany:V184428","V","Vascular Plants",NA,"","V184428","","","","PreservedSpecimen","Asteraceae","Crepis capillaris","Crepis capillaris",NA,"Crepis","","capillaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","s.n.","Oldriska Ceska",17,7,1976,"17/07/1976","Canada","British Columbia","Vancouver Island","","","",NA,NA,"","49.75",-124.583333,"Y","","","","British Columbia Digital Gazetteer, 1996",""
"562",1131930,"","UBC","Vascular Plants",NA,"V220985","","","","","PreservedSpecimen","Asteraceae","Crepis capillaris","Crepis capillaris",NA,"Crepis","","capillaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ex-Herbarium RBCM acc. V184428.","","","N","N",NA,"Adolf Ceska","s.n.","Oldriska Ceska",17,7,1976,"1976 Jul 17","Canada","British Columbia","","Powell River Regional District, Vancouver Island, Spectacle Lake.","","",NA,NA,"","49.75",-124.583333,"Y","","","","",""
"563",1127437,"","UBC","Vascular Plants",NA,"V156946","","","","","PreservedSpecimen","Orchidaceae","Neottia cordata","Listera cordata",NA,"Listera","","cordata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"John Pinder-Moss","758","C. Marchand;  P. Hamlyn",9,6,1974,"1974 Jun 09","Canada","British Columbia","","Powell River Regional District, Texada Island, Bobs lake, north end of lake, 9 miles from Mouat Bay, south of logging road.","In sphagnum at edge of narrow, shallow pond.","",NA,NA,"","49.6",-124.283333,"Y","","","","",""
"564",1131622,"","UBC","Vascular Plants",NA,"V156958","","","","","PreservedSpecimen","Amaryllidaceae","Allium cernuum","Allium cernuum",NA,"Allium","","cernuum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"John Pinder-Moss","737","C. Marchand;  P. Hamlyn",8,6,1974,"1974 Jun 08","Canada","British Columbia","","Powell River Regional District, Texada Island, Pocahontas Bay.","Rock bluffs.","0-50 ft",0,15,"","49.733333",-124.433333,"Y","","","","",""
"565",1429117,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Dicranaceae","Dicranum scoparium","Dicranum scoparium",NA,"Dicranum","","scoparium",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"566",1429119,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Hylocomiaceae","Rhytidiadelphus triquetrus","Rhytidiadelphus triquetrus",NA,"Rhytidiadelphus","","triquetrus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"567",1429120,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Hylocomiaceae","Hylocomium splendens","Hylocomium splendens",NA,"Hylocomium","","splendens",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"568",1429121,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Hylocomiaceae","Pleurozium schreberi","Pleurozium schreberi",NA,"Pleurozium","","schreberi",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"569",1429122,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Brachytheciaceae","Eurhynchium oreganum","Kindbergia oregana",NA,"Kindbergia","","oregana",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"570",1429123,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Dicranaceae","Dicranum fuscescens","Dicranum fuscescens",NA,"Dicranum","","fuscescens",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Kindbergia oregana.","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"571",1429124,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Hylocomiaceae","Rhytidiopsis robusta","Rhytidiopsis robusta",NA,"Rhytidiopsis","","robusta",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"572",1429125,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Grimmiaceae","Rhacomitrium ericoides","Rhacomitrium ericoides",NA,"Rhacomitrium","","ericoides",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"573",1429126,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Anastrophyllaceae","Neoorthocaulis floerkei","Lophozia floerkei",NA,"Lophozia","","floerkei",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"574",1429127,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Sphagnaceae","Sphagnum squarrosum","Sphagnum squarrosum",NA,"Sphagnum","","squarrosum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"575",1429128,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Dicranaceae","Dicranum fuscescens var. fuscescens","Dicranum sulcatum",NA,"Dicranum","","sulcatum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"?","an","N",NA,"Costa wide; stereid bands with 3-4 layers of cells; cells papillae.","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"576",1429129,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Brachytheciaceae","Scleropodium obtusifolium","Scleropodium obtusifolium",NA,"Scleropodium","","obtusifolium",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"577",1429130,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Brachytheciaceae","Eurhynchium praelongum","Kindbergia praelonga",NA,"Kindbergia","","praelonga",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"578",1429131,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Mniaceae","Plagiomnium venustum","Plagiomnium venustum",NA,"Plagiomnium","","venustum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"579",1429132,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Hypnaceae","Hypnum subimponens","Hypnum subimponens",NA,"Hypnum","","subimponens",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
"580",1429133,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Pottiaceae","Tortella tortuosa","Tortella tortuosa",NA,"Tortella","","tortuosa",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"J. Pinder-Moss","","",NA,NA,1974,"?summer 1974","Canada","British Columbia","","Texada island.","","",NA,NA,"ca 49 40'N, 124 20'W","49.666667",-124.333333,"Y","","","","",""
