scientificName,scientificNameAuthorship,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,hybrid,variety,provincial_status,national_status,global_status,linkName,linkTaxonID,provincial_status_norm,national_status_clean,national_status_norm,national_status_check,bc_list,residencyStatus,residencyStatusCheck,iNaturalistTaxonId,iNaturalistTaxonName,infraorder,genus,species,subspecies,nameStatus
Argia emma,Kennedy,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,,,,S3S4,unknown,G5,Argia emma,,s3s4,unknown,NA,FALSE,blue,NA,NA,94542,Argia emma,,Argia,emma,,accepted
Arhopalus asperatus,LeConte,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Spondylidinae,Asemini,,,S4S5,unknown,GNR,Arhopalus asperatus,,s4s5,unknown,NA,FALSE,yellow,NA,NA,155404,Arhopalus asperatus,Cucujiformia,Arhopalus,asperatus,,accepted
Arthonia phaeobaea,,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,Arthoniaceae,,,,,SU,unknown,GNR,Arthonia phaeobaea,,su,unknown,NA,FALSE,undetermined,NA,NA,205488,Arthonia phaeobaea,,Arthonia,phaeobaea,,accepted
Aruncus dioicus acuminatus,(Walter) Fernald,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,,Aruncus dioicus acuminatus,S5 (2015),,,Aruncus dioicus,75600,s5,,NA,FALSE,yellow,NA,NA,80381,Aruncus dioicus acuminatus,,Aruncus,dioicus,,accepted
Ascaphus truei,Stejneger,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ascaphidae,,,,,S4; S4 (2022),1-SC (2003),G4,Ascaphus truei,24543,s4,1-sc (2003),special concern,FALSE,yellow,NA,NA,24543,Ascaphus truei,,Ascaphus,truei,,accepted
Asclera discolor,LeConte,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Oedemeridae,Oedemerinae,Asclerini,,,SU,unknown,GNR,Ischnomera discolor,,su,unknown,NA,FALSE,undetermined,NA,NA,831183,Ischnomera discolor,Cucujiformia,Ischnomera,discolor,,unaccepted
Ascocoryne sarcoides,(Jacq.) J. W. Groves & D. E. Wilson,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Gelatinodiscaceae,,,,,SNR,unknown,GNR,Ascocoryne sarcoides,49075,snr,unknown,NA,FALSE,not-listed,NA,NA,49075,Ascocoryne sarcoides,,Ascocoryne,sarcoides,,accepted
Asio flammeus,Pontoppidan,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,,"S3B,S2N (2015)",Threatened,G5,Asio flammeus,20315,"s3b,s2n",threatened,threatened,FALSE,blue,"breeding?, winter",FALSE,20315,Asio flammeus,,Asio,flammeus,,accepted
Atheresthes stomias,Jordan & Gilbert,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Carangiformes,Pleuronectoidei,,Pleuronectidae,Atheresthinae,,,,SNR,unknown,G5,Atheresthes stomias,117543,snr,unknown,NA,FALSE,not-listed,NA,NA,117543,Atheresthes stomias,,Atheresthes,stomias,,accepted
Atriplex prostrata,Moq.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,Atripliceae,,,SNA (2019),unknown,G5,Atriplex prostrata,60176,sna,unknown,NA,FALSE,not-listed,NA,NA,60176,Atriplex prostrata,,Atriplex,prostrata,,accepted
Autographa californica,Speyer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,,,S4S5 (2017),unknown,G5,Autographa californica,121823,s4s5,unknown,NA,FALSE,yellow,NA,NA,121823,Autographa californica,,Autographa,californica,,accepted
Autographa corusca,Strecker,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,,,S4S5 (2017),unknown,GNR,Autographa corusca,362247,s4s5,unknown,NA,FALSE,yellow,NA,NA,362247,Autographa corusca,,Autographa,corusca,,accepted
Autographa metallica,Grote,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,,,S4S5 (2017),unknown,GNR,Autographa metallica,214674,s4s5,unknown,NA,FALSE,yellow,NA,NA,214674,Autographa metallica,,Autographa,metallica,,accepted
Aythya affinis,Eyton,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,"S5B,S5N (2015)",unknown,G5,Aythya affinis,7054,"s5b,s5n",unknown,NA,FALSE,yellow,winter,FALSE,7054,Aythya affinis,,Aythya,affinis,,accepted
Aythya americana,Eyton,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,"S4B,S5N  (2015)",unknown,G5,Aythya americana,7056,"s4b,s5n",unknown,NA,FALSE,yellow,winter (rare),FALSE,7056,Aythya americana,,Aythya,americana,,accepted
Aythya collaris,Donovan,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,"S5B,S5N (2015)",unknown,G5,Aythya collaris,7044,"s5b,s5n",unknown,NA,FALSE,yellow,permanent,FALSE,7044,Aythya collaris,,Aythya,collaris,,accepted
Aythya marila,L.,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,S4N (2015),unknown,G5,Aythya marila,7047,s4n,unknown,NA,FALSE,yellow,winter,FALSE,7047,Aythya marila,,Aythya,marila,,accepted
Aythya valisineria,Wilson,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,"S4B, SNRN (2015)",unknown,G5,Aythya valisineria,7057,"s4b,snrn",unknown,NA,FALSE,yellow,winter,FALSE,7057,Aythya valisineria,,Aythya,valisineria,,accepted
Balaenoptera acutorostrata,Lacépède,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Balaenopteridae,,,,,S4N (2006),Not at Risk,G5,Balaenoptera acutorostrata,,s4n,not at risk,NA,FALSE,yellow,NA,NA,41550,Balaenoptera acutorostrata,Cetacea,Balaenoptera,acutorostrata,,accepted
Balanophyllia elegans,Verrill,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,,,Dendrophylliidae,,,,,S5 (2019),unknown,GNR,Balanophyllia elegans,51799,s5,unknown,NA,FALSE,yellow,NA,NA,51799,Balanophyllia elegans,,Balanophyllia,elegans,,accepted
Banasa sordida,Uhler,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Pentatomini,,,not in CDC records,unknown,GNR,Banasa sordida,119735,NA,unknown,NA,FALSE,NA,NA,NA,119735,Banasa sordida,Pentatomomorpha,Banasa,sordida,,accepted
Banksiola crotchi,Banks,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,,,,,S4S5 (2016),unknown,G5?,Banksiola crotchi,214849,s4s5,unknown,NA,FALSE,yellow,NA,NA,214849,Banksiola crotchi,,Banksiola,crotchi,,accepted
Bartramia longicauda,Bechstein,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,S2B,unknown,G5,Bartramia longicauda,,s2b,unknown,NA,FALSE,red,accidental,FALSE,3962,Bartramia longicauda,,Bartramia,longicauda,,accepted
Bathyagonus infraspinatus,Gilbert,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Agonidae,Bathyagoninae,,,,SNR,unknown,GNR,Bathyagonus infraspinatus,,snr,unknown,NA,FALSE,not-listed,NA,NA,214884,Bathyagonus infraspinatus,,Bathyagonus,infraspinatus,,accepted
Batia lunaris,Haworth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Oecophoridae,Oecophorinae,Oecophorini,,,SNA (2017),unknown,GNR,Batia lunaris,324110,sna,unknown,NA,FALSE,not-listed,NA,NA,324110,Batia lunaris,,Batia,lunaris,,accepted
Behrensia conchiformis,Groth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Oncocnemidinae,,,,S4S5 (2017),unknown,GNR,Behrensia conchiformis,347233,s4s5,unknown,NA,FALSE,yellow,NA,NA,347233,Behrensia conchiformis,,Behrensia,conchiformis,,accepted
Bellis perennis,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,,,SNA (2001),unknown,GNR,Bellis perennis,55563,sna,unknown,NA,FALSE,not-listed,NA,NA,55563,Bellis perennis,,Bellis,perennis,,accepted
Bellura obliqua,Walker,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Arzamini,,,S4S5 (2017),unknown,G5,Bellura obliqua,214967,s4s5,unknown,NA,FALSE,yellow,NA,NA,214967,Bellura obliqua,,Bellura,obliqua,,accepted
Berberis aquifolium,Pursh,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,Berberidoideae,Berberideae,,,S5 (2015)  ; S5 (2015),unknown,G5,Berberis aquifolium,126887,s5,unknown,NA,FALSE,yellow,NA,NA,126887,Berberis aquifolium,,Berberis,aquifolium,,accepted
Beringraja binoculata,Girard,Animalia,Chordata,Vertebrata,,Chondrichthyes,Elasmobranchii,,Rajiformes,,,Rajidae,,,,,genus not in CDC records,Not at Risk,G5,Beringraja binoculata,607477,NA,not at risk,NA,FALSE,NA,NA,NA,607477,Beringraja binoculata,,Beringraja,binoculata,,accepted
Beringraja rhina,Jordan & Gilbert,Animalia,Chordata,Vertebrata,,Chondrichthyes,Elasmobranchii,,Rajiformes,,,Rajidae,,,,,genus not in CDC records,Not at Risk,G5,Caliraja rhina,1433668,NA,not at risk,NA,FALSE,NA,NA,NA,1433668,Caliraja rhina,,Caliraja,rhina,,unaccepted
Bidens amplissima,Greene,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Coreopsideae,,,S3 (2015) ; S3 (2015),Special Concern,G3,Bidens amplissima,159233,s3,special concern,special concern,FALSE,blue,NA,NA,159233,Bidens amplissima,,Bidens,amplissima,,accepted
Biston betularia,Linnaeus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Boarmiini,,,S4S5 (2017,unknown,G5,Biston betularia,143517,s4s5,unknown,NA,FALSE,yellow,NA,NA,143517,Biston betularia,,Biston,betularia,,accepted
Bleptina caradrinalis,Hodges,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Herminiinae,,,,S5 (2017),unknown,G5,Bleptina caradrinalis,215271,s5,unknown,NA,FALSE,yellow,NA,NA,215271,Bleptina caradrinalis,,Bleptina,caradrinalis,,accepted
Bolboschoenus maritimus var. paludosus,(L.) Palla (A. Nelson),Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Bolboschoeneae,,,S1 (2015),,,Bolboschoenus maritimus paludosus,,s1,,NA,FALSE,red,NA,NA,79646,Bolboschoenus maritimus paludosus,,Bolboschoenus,maritimus,Bolboschoenus maritimus paludosus,accepted
Boletus edulis,Bull.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,Boletoideae,,,,SNR,unknown,GNR,Boletus edulis,48701,snr,unknown,NA,FALSE,not-listed,NA,NA,48701,Boletus edulis,,Boletus,edulis,,accepted
Boloria epithore,W.H. Edwards,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,Argynnini,,,S5 (2020),unknown,G5,Boloria epithore,68273,s5,unknown,NA,FALSE,yellow,NA,NA,68273,Boloria epithore,,Boloria,epithore,,accepted
Bombus insularis,Smith,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,,,S4? (2016),unknown,G3,Bombus insularis,143036,s4?,unknown,NA,FALSE,yellow,NA,NA,143036,Bombus insularis,Aculeata,Bombus,insularis,,accepted
Bombus vosnesenskii,Radoszkowski,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,,,S5 (2016),unknown,G5,Bombus vosnesenskii,57689,s5,unknown,NA,FALSE,yellow,NA,NA,57689,Bombus vosnesenskii,Aculeata,Bombus,vosnesenskii,,accepted
Bombycilla garrulus,L.,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Bombycillidae,,,,,S5 (2015),unknown,G5,Bombycilla garrulus,7429,s5,unknown,NA,FALSE,yellow,winter,FALSE,7429,Bombycilla garrulus,,Bombycilla,garrulus,,accepted
Boreonectes griseostriatus,(DeGeer),Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Hydroporinae,Hydroporini,,,SNR,unknown,G5,Boreonectes griseostriatus,,snr,unknown,NA,FALSE,not-listed,NA,NA,456162,Boreonectes griseostriatus,,Boreonectes,griseostriatus,,accepted
Boykinia occidentalis,Torr. & A. Gray,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Boykinieae,,,S5 (2015) ; S5 (2015),unknown,G5,Boykinia occidentalis,68213,s5,unknown,NA,FALSE,yellow,NA,NA,68213,Boykinia occidentalis,,Boykinia,occidentalis,,accepted
Brachythecium erythrorrhizon erythrorrhizon,Schimp. in B.S.G.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,,Brachythecium erythrorrhizon erythrorrhizon,S3S4 (2015),,,Brachythecium erythrorrhizon,,s3s4,,NA,FALSE,blue,NA,NA,239648,Brachythecium erythrorrhizon erythrorrhizon,,Brachythecium,erythrorrhizon,,accepted
Branta bernicla,L.,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,S3M (2015),unknown,G5,Branta bernicla,7087,s3m,unknown,NA,FALSE,blue,passage migrant,FALSE,7087,Branta bernicla,,Branta,bernicla,,accepted
Branta hutchinsii,Richardson,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,S4S5M (2015),unknown,G5,Branta hutchinsii,59220,s4s5m,unknown,NA,FALSE,yellow,passage migrant,FALSE,59220,Branta hutchinsii,,Branta,hutchinsii,,accepted
Brasenia schreberi,J.F. Gmel.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,Cabombaceae,,,,,S5 (2015),unknown,G5,Brasenia schreberi,75867,s5,unknown,NA,FALSE,yellow,NA,NA,75867,Brasenia schreberi,,Brasenia,schreberi,,accepted
Bryum lisae,De Not.,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,,,S4S5 (2015),unknown,G5,Ptychostomum creberrimum,,s4s5,unknown,NA,FALSE,yellow,NA,NA,537008,Ptychostomum creberrimum,,Ptychostomum,creberrimum,,unaccepted
Bryum pallescens,Schleich. ex Schwaegr.,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Bryaceae,,,,,S3 (2015),unknown,G5,Ptychostomum pallescens,,s3,unknown,NA,FALSE,blue,NA,NA,1123442,Ptychostomum pallescens,,Ptychostomum,pallescens,,unaccepted
Buteo lagopus,Pontoppidan,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Buteoninae,,,,S3N (2015),Not at Risk,G5,Buteo lagopus,5200,s3n,not at risk,NA,FALSE,blue,winter,FALSE,5200,Buteo lagopus,,Buteo,lagopus,,accepted
Butorides virescens,L.,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,S3S4B (2015),unknown,G5,Butorides virescens,5020,s3s4b,unknown,NA,FALSE,blue,breeding,FALSE,5020,Butorides virescens,,Butorides,virescens,,accepted
Calcarius lapponicus,L.,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Calcariidae,,,,,SUM (2015),unknown,G5,Calcarius lapponicus,116840,sum,unknown,NA,FALSE,undetermined,passage migrant,FALSE,116840,Calcarius lapponicus,,Calcarius,lapponicus,,accepted
Calcarius pictus,Swainson,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Calcariidae,,,,,S3S5B,unknown,G4G5,Calcarius pictus,,s3s5b,unknown,NA,FALSE,blue,accidental,FALSE,116841,Calcarius pictus,,Calcarius,pictus,,accepted
Calidris alpina,L.,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,S4N(2015),unknown,G5,Calidris alpina,3857,s4n,unknown,NA,FALSE,yellow,winter,FALSE,3857,Calidris alpina,,Calidris,alpina,,accepted
Calidris bairdii,Coues,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,"SUB,SUM (2015)",unknown,G5,Calidris bairdii,3851,"sub,sum",unknown,NA,FALSE,undetermined,passage migrant,FALSE,3851,Calidris bairdii,,Calidris,bairdii,,accepted
Calidris canutus,L.,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,S1S2M,Threatened,G4,Calidris canutus,,s1s2m,threatened,threatened,FALSE,red,passage migrant (rare),FALSE,3845,Calidris canutus,,Calidris,canutus,,accepted
Calidris melanotos,Vieillot,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,SUM (22015),unknown,G5,Calidris melanotos,3865,sum,unknown,NA,FALSE,undetermined,passage migrant,FALSE,3865,Calidris melanotos,,Calidris,melanotos,,accepted
Calidris ptilocnemis,Coues,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,S4N,unknown,G5,Calidris ptilocnemis,3839,s4n,unknown,NA,FALSE,yellow,winter,FALSE,3839,Calidris ptilocnemis,,Calidris,ptilocnemis,,accepted
Calidris pusilla,L.,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,SUM,unknown,G5,Calidris pusilla,3862,sum,unknown,NA,FALSE,undetermined,passage migrant,FALSE,3862,Calidris pusilla,,Calidris,pusilla,,accepted
Callicorixa vulnerata,(Uhler),Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Corixini,,,SNR,unknown,GNR,Callicorixa vulnerata,,snr,unknown,NA,FALSE,not-listed,NA,NA,498430,Callicorixa vulnerata,Nepomorpha,Callicorixa,vulnerata,,accepted
Calligrapha californica,Linell,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,Doryphorini,,,SU (2017),unknown,G5,Calligrapha californica,215738,su,unknown,NA,FALSE,undetermined,NA,NA,215738,Calligrapha californica,Cucujiformia,Calligrapha,californica,,accepted
Callizzia amorata,Packard,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Uraniidae,Epipleminae,,,,S4S5 (2017),unknown,G5,Callizzia amorata,174566,s4s5,unknown,NA,FALSE,yellow,NA,NA,174566,Callizzia amorata,,Callizzia,amorata,,accepted
Callophrys augustinus ssp. iroides,Scudder,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,,,S5 (2013),unknown,G5T5,Callophrys augustinus iroides,0,s5,unknown,NA,FALSE,yellow,NA,NA,234694,Callophrys augustinus iroides,,Callophrys,augustinus,Callophrys augustinus iroides,accepted
Callophrys eryphon,Boisduval,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,,,S5 (2013),unknown,G5,Callophrys eryphon,81967,s5,unknown,NA,FALSE,yellow,NA,NA,81967,Callophrys eryphon,,Callophrys,eryphon,,accepted
Callophrys eryphon ssp. sheltonensis,Scudder,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,,,S3 (2013),unknown,G5TNR,Callophrys eryphon sheltonensis,,s3,unknown,NA,FALSE,blue,NA,NA,234698,Callophrys eryphon sheltonensis,,Callophrys,eryphon,Callophrys eryphon sheltonensis,accepted
Callophrys gryneus,Scudder,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,,,S4 (2013),unknown,G5,Callophrys gryneus,84239,s4,unknown,NA,FALSE,yellow,NA,NA,84239,Callophrys gryneus,,Callophrys,gryneus,,accepted
Callophrys irioides,JStor,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,,,genus is in CDC records,,,Callophrys augustinus iroides,0,NA,,NA,FALSE,NA,NA,NA,0,,,,,,unknown
Callophrys irioides ssp. irioides,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,,,genus is in CDC records,,,Callophrys augustinus iroides,0,NA,,NA,FALSE,NA,NA,NA,0,,,,,,unknown
Calocera viscosa,(Pers.) Fr.,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,Dacrymycetaceae,,,,,SNR,unknown,GNR,Calocera viscosa,63405,snr,unknown,NA,FALSE,not-listed,NA,NA,63405,Calocera viscosa,,Calocera,viscosa,,accepted
Calochromus dimidiatus,LeConte,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Lycidae,Calochrominae,Calochromini,,,SU,unknown,GNR,Lygistopterus dimidiatus,,su,unknown,NA,FALSE,undetermined,NA,NA,1592619,Lygistopterus dimidiatus,Elateriformia,Lygistopterus,dimidiatus,,unaccepted
Calycina citrina,(Hedw.) Gray,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Pezizellaceae,,,,,not in CDC records,unknown,G5,Calycina citrina,955949,NA,unknown,NA,FALSE,NA,NA,NA,955949,Calycina citrina,,Calycina,citrina,,accepted
Calypso bulbosa,(L.) Oakes,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Epidendroideae,Epidendreae,,,S5 (2000),unknown,GNA,Calypso bulbosa,47215,s5,unknown,NA,FALSE,yellow,NA,NA,47215,Calypso bulbosa,,Calypso,bulbosa,,accepted
Calypte anna,Lesson,Animalia,Chordata,Vertebrata,,Aves,,,Apodiformes,,,Trochilidae,Trochilinae,Mellisugini,,,S4S5 (2015),unknown,G5,Calypte anna,6317,s4s5,unknown,NA,FALSE,yellow,permanent,FALSE,6317,Calypte anna,,Calypte,anna,,accepted
Calypte costae,Bourcier,Animalia,Chordata,Vertebrata,,Aves,,,Apodiformes,,,Trochilidae,Trochilinae,Mellisugini,,,SNA (2015),unknown,G5,Calypte costae,6316,sna,unknown,NA,FALSE,not-listed,accidental,FALSE,6316,Calypte costae,,Calypte,costae,,accepted
Calystegia silvatica silvatica,(Kit.) Griseb.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Convolvulaceae,Convolvuloideae,Convolvuleae,,,SNA (2008),,,Calystegia silvatica,75968,sna,,NA,FALSE,not-listed,NA,NA,234778,Calystegia silvatica silvatica,,Calystegia,silvatica,Calystegia silvatica silvatica,accepted
Camnula pellucida,Scudder,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Oedipodinae,Hippiscini,,,S5 (2012),unknown,G5,Camnula pellucida,155274,s5,unknown,NA,FALSE,yellow,NA,NA,155274,Camnula pellucida,Acrididea,Camnula,pellucida,,accepted
Campaea perlata,Guenée,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Campaeini,,,S4S5 (2017),unknown,G5,Campaea perlata,81681,s4s5,unknown,NA,FALSE,yellow,NA,NA,81681,Campaea perlata,,Campaea,perlata,,accepted
Camponotus modoc,Wheeler,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Formicinae,Camponotini,,,S5 (2016),unknown,G5,Camponotus modoc,68954,s5,unknown,NA,FALSE,yellow,NA,NA,68954,Camponotus modoc,Aculeata,Camponotus,modoc,,accepted
Canis latrans,Say,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,,,S5 (2015)   ; S5 (2015),unknown,G5,Canis latrans,42051,s5,unknown,NA,FALSE,yellow,NA,NA,42051,Canis latrans,,Canis,latrans,,accepted
Canis lupus,Linnaeus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,,,S4S5 (Feb 2015); S4S5 (2015),Not at Risk,G5,Canis lupus,42048,s4s5,not at risk,NA,FALSE,yellow,NA,NA,42048,Canis lupus,,Canis,lupus,,accepted
Cantharellus formosus,Corner,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,,,SNR,unknown,GNR,Cantharellus formosus,120443,snr,unknown,NA,FALSE,not-listed,NA,NA,120443,Cantharellus formosus,,Cantharellus,formosus,,accepted
Capnia confusa,Claassen,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,Arctoperlaria,Nemouroidea,Capniidae,,,,,S4S5 (2017),unknown,G5,Capnia confusa,,s4s5,unknown,NA,FALSE,yellow,NA,NA,216026,Capnia confusa,Euholognatha,Capnia,confusa,,accepted
Capnia elongata,Claassen,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,Arctoperlaria,Nemouroidea,Capniidae,,,,,S4S5 (2017),unknown,G5,Capnia elongata,,s4s5,unknown,NA,FALSE,yellow,NA,NA,216029,Capnia elongata,Euholognatha,Capnia,elongata,,accepted
Capnia excavata,Claassen,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,Arctoperlaria,Nemouroidea,Capniidae,,,,,S4S5 (2017),unknown,G5,Capnia excavata,,s4s5,unknown,NA,FALSE,yellow,NA,NA,216031,Capnia excavata,Euholognatha,Capnia,excavata,,accepted
Capnia gracilaria,Claassen,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,Arctoperlaria,Nemouroidea,Capniidae,,,,,S4S5 (2017),unknown,G5,Capnia gracilaria,,s4s5,unknown,NA,FALSE,yellow,NA,NA,216035,Capnia gracilaria,Euholognatha,Capnia,gracilaria,,accepted
Capnia melia,Frison,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,Arctoperlaria,Nemouroidea,Capniidae,,,,,S4S5 (2017),unknown,G5,Capnia melia,,s4s5,unknown,NA,FALSE,yellow,NA,NA,216044,Capnia melia,Euholognatha,Capnia,melia,,accepted
