"scientificName","taxonID","institutionCode","collectionCode","catalogNumber","occurrenceID","materialSampleID","references","recordedBy","recordNumber","gbifID","fieldNumber","eventDate","locality","coordinateUncertaintyInMeters","habitat","verbatimDepth","samplingProtocol","occurrenceRemarks","individualCount","identifiedBy","iNaturalistTaxonId","iNaturalistTaxonName","decimalLatitude","decimalLongitude","dataset"
Parlibellus delognei f. ellipticus,,iNaturalist,,256411671,https://www.inaturalist.org/observations/256411671,,,"Mark Webber","WL-ZM-LM049-03",,,2021-03-07,,,,,,,,,1465270,Parlibellus delognei ellipticus,48.90062,-123.407607,1
Parlibellus delognei f. ellipticus,,iNaturalist,,256458997,https://www.inaturalist.org/observations/256458997,,,"Mark Webber","WL-Box 33-B Stub-GB_008-1",,,2023-05-26,,,,,,,,,1465270,Parlibellus delognei ellipticus,48.938888,-123.502321,1
Parlibellus delognei f. ellipticus,,,,,Z2021-rbcL:ASV75,,,"Mark Webber, Siobhan Schenck & Arjan van Asselt",,,,2021-03-07,"Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')",50,,,,,,,1465270,Parlibellus delognei ellipticus,48.900714,-123.407906,3
Parlibellus delognei f. ellipticus,,,,,Z2021-rbcL:ASV18,,,"Mark Webber, Siobhan Schenck & Arjan van Asselt",,,,2021-03-07,"Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')",50,,,,,,,1465270,Parlibellus delognei ellipticus,48.900714,-123.407906,3
Parlibellus delognei f. ellipticus,,,,,MB2022-rbcL:ASV18,5-miners-oct-31-2022,,"Mark Webber",,,,2022-10-31,"Miner’s Bay wharf",20,"pelagic",-3m,,,,,1465270,Parlibellus delognei ellipticus,48.852153,-123.302218,6
Parlibellus delognei f. ellipticus,,,,,MWP2022-2023-1-rbcL:ASV18,1,,"Mark Webber, Arjan van Asselt",,,,2022-04-11,"Spanish Hills wharf",15,"pelagic",-5m,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,7
Parlibellus delognei f. ellipticus,,,,,MWP2022-2023-10-rbcL:ASV18,10-site3-trincomali-july-15-1022,,"Mark Webber",,,,2022-07-15,"Trincomali Channel, west of Porlier Pass (Site 3)",600,"pelagic",-10m,,,,,1465270,Parlibellus delognei ellipticus,48.990918,-123.596277,7
Parlibellus delognei f. ellipticus,,,,,MWP2022-2023-2-rbcL:ASV18,2-site1-dionesio-july-15-2022,,"Mark Webber",,,,2022-07-15,"Dionisio Point",100,"pelagic",-5m,,,,,1465270,Parlibellus delognei ellipticus,49.013409,-123.574812,7
Parlibellus delognei f. ellipticus,,,,,MWP2022-2023-3-rbcL:ASV18,3-site2-westside-july-15-2022,,"Mark Webber",,,,2022-07-15,"Trincomali Channel, west of Porlier Pass (Site 2)",600,"pelagic",-10m,,,,,1465270,Parlibellus delognei ellipticus,49.003983,-123.606748,7
Parlibellus delognei f. ellipticus,,,,,MWP2022-2023-4-rbcL:ASV18,4-site3-trincomali-july-15-2022,,"Mark Webber",,,,2022-07-15,"Trincomali Channel, west of Porlier Pass (Site 3)",600,"pelagic",-10m,,,,,1465270,Parlibellus delognei ellipticus,48.990918,-123.596277,7
Parlibellus delognei f. ellipticus,,,,,MWP2022-2023-6-rbcL:ASV18,6,,"Mark Webber, Arjan van Asselt",,,,2022-12-17,"Spanish Hills wharf",15,"pelagic",-5m,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,7
Parlibellus delognei f. ellipticus,,,,,MWP2022-2023-7-rbcL:ASV18,7,,"Mark Webber, Arjan van Asselt",,,,2023-02-22,"Spanish Hills wharf",15,"pelagic",-5m,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,7
Parlibellus delognei f. ellipticus,,,,,MWP2022-2023-8-rbcL:ASV18,8-MHMPP-july-22-2021,,"Mark Webber, Arjan van Asselt",,,,2021-07-22,"Montague Harbour Marine Provincial Park",80,"pelagic",-1m,,,,,1465270,Parlibellus delognei ellipticus,48.90074,-123.408354,7
Parlibellus hamulifer,1509814,iNaturalist,,257182702,https://www.inaturalist.org/observations/257182702,,,"Mark Webber",,,,2022-10-31,,,,,,,,,1509814,Parlibellus hamulifer,48.852073,-123.302164,1
Petroneis granulata,1505958,iNaturalist,,189466966,https://www.inaturalist.org/observations/189466966,,,"Mark Webber",,,,2021-03-07,,,,,,,,,1505958,Petroneis granulata,48.900426,-123.407212,1
Petroneis humerosa,970957,,,,Z2021-rbcL:ASV437,,,"Mark Webber, Siobhan Schenck & Arjan van Asselt",,,,2021-03-07,"Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')",50,,,,,,,970957,Petroneis humerosa,48.900714,-123.407906,3
Plagiogramma minus,,iNaturalist,,263208454,https://www.inaturalist.org/observations/263208454,,,"Mark Webber",,,,2021-03-07,,,,,,,,,1610497,Plagiogramma minus,48.900654,-123.407808,1
Plagiogramma staurophorum,1507588,M,BSMweinzierlcoll,187318 / 463062 / E 6325,http://id.snsb.info/snsb/collection/187318/463062/170645,,,,,2451297719,,NA,"USA, Washington, Port Townsend, U.S.A. Washington",,,,,,,,1507588,Plagiogramma staurophorum,48.116667,-122.75,
Plagiogramma staurophorum,1507588,iNaturalist,,190225682,https://www.inaturalist.org/observations/190225682,,,"Mark Webber","WL-Box-1B-stb T32-7, WL-ZM-LM049-03",,,2021-03-07,,,,,,,,,1507588,Plagiogramma staurophorum,48.900511,-123.407663,1
Plagiogramma tsawwassen,1589504,,,IK_MTA449,KX586249,,https://www.ebi.ac.uk/ena/browser/view/KX586249,,,3992752834,,2010-05-19,"British Columbia, Vancouver Island, Tsawwassen",,,,,"Plagiogramma tsawwassen voucher IK_MTA449 18S small subunit ribosomal RNA gene, partial sequence.",,,1589504,Plagiogramma tsawwassen,49.03,-123.11,
Plagiogramma tsawwassen,1589504,,,IK_MTA450,KX586248,,https://www.ebi.ac.uk/ena/browser/view/KX586248,,,3969300165,,2010-05-19,"British Columbia, Vancouver Island, Tsawwassen",,,,,"Plagiogramma tsawwassen voucher IK_MTA450 18S small subunit ribosomal RNA gene, partial sequence.",,,1589504,Plagiogramma tsawwassen,49.03,-123.11,
Plagiogramma tsawwassen,1589504,,,IK_MTA452,KX586270,,https://www.ebi.ac.uk/ena/browser/view/KX586270,,,3969287511,,2010-05-19,"British Columbia, Vancouver Island, Tsawwassen",,,,,"Plagiogramma tsawwassen voucher IK_MTA452 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds chloroplast.",,,1589504,Plagiogramma tsawwassen,49.03,-123.11,
Plagiogramma tsawwassen,1589504,,,IK_MTA448,KX586274,,https://www.ebi.ac.uk/ena/browser/view/KX586274,,,3817890656,,2010-05-19,"British Columbia, Vancouver Island, Tsawwassen",,,,,"Plagiogramma tsawwassen voucher IK_MTA448 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds chloroplast.",,,1589504,Plagiogramma tsawwassen,49.03,-123.11,
Plagiogramma tsawwassen,1589504,,,IK_MTA451,KX586294,,https://www.ebi.ac.uk/ena/browser/view/KX586294,,,3351089792,,2010-05-19,"British Columbia, Vancouver Island, Tsawwassen",,,,,"Plagiogramma tsawwassen voucher IK_MTA451 internal transcribed spacer 1, partial sequence 5.8S ribosomal RNA gene, complete sequence and internal transcribed spacer 2, partial sequence.",,,1589504,Plagiogramma tsawwassen,49.03,-123.11,
Plagiogramma tsawwassen,1589504,,,IK_MTA453,KX586292,,https://www.ebi.ac.uk/ena/browser/view/KX586292,,,3350943050,,2010-05-19,"British Columbia, Vancouver Island, Tsawwassen",,,,,"Plagiogramma tsawwassen voucher IK_MTA453 internal transcribed spacer 1, partial sequence 5.8S ribosomal RNA gene, complete sequence and internal transcribed spacer 2, partial sequence.",,,1589504,Plagiogramma tsawwassen,49.03,-123.11,
Plagiogramma tsawwassen,1589504,,,,Z2021-rbcL:ASV726,,,"Mark Webber, Siobhan Schenck & Arjan van Asselt",,,,2021-03-07,"Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')",50,,,,,,,1589504,Plagiogramma tsawwassen,48.900714,-123.407906,3
Plagiotropis lepidoptera,485228,iNaturalist,,50272686,https://www.inaturalist.org/observations/50272686,,,"Mark Webber",,,,2008-11-19,,,,,,,,,485228,Plagiotropis lepidoptera,48.994472,-123.585126,1
Planktoniella sol,521675,iNaturalist,,4873113,https://www.inaturalist.org/observations/4873113,,,"Mark Webber",,,,2006-07-21,,,,,,,,,521675,Planktoniella sol,48.99472,-123.586063,1
Planothidium lanceolatum,345151,iNaturalist,,262740438,https://www.inaturalist.org/observations/262740438,,,"Mark Webber",,,,2022-10-31,,,,,,,,,345151,Planothidium lanceolatum,48.852382,-123.301916,1
Pleurosigma decorum,1125484,iNaturalist,,198948244,https://www.inaturalist.org/observations/198948244,,,"Mark Webber","WL-SS-LM00117",,,2023-08-02,,,,,,,,,1125484,Pleurosigma decorum,49.020036,-123.730376,1
Pleurosigma decorum,1125484,iNaturalist,,249088197,https://www.inaturalist.org/observations/249088197,,,"Mark Webber","WL-SS-LM00117",,,2024-07-15,,,,,,,,,1125484,Pleurosigma decorum,48.645961,-123.346367,1
Pleurosigma intermedium,1125485,,,,MGYA00196158_Eukaryota::Bacillariophyta:Bacillariophyceae:Naviculales:Pleurosigmataceae:Pleurosigma:Pleurosigma_intermedium,https://www.ebi.ac.uk/metagenomics/samples/ERS2393374,,,,2025360210,,2016-08-01,"Calvert",,,,,,,,1125485,Pleurosigma intermedium,49.2918,-122.8896,
Pleurosigma intermedium,1125485,,,,MGYA00196002_Eukaryota::Bacillariophyta:Bacillariophyceae:Naviculales:Pleurosigmataceae:Pleurosigma:Pleurosigma_intermedium,https://www.ebi.ac.uk/metagenomics/samples/ERS2393283,,,,2025234973,,2016-08-01,"Calvert",,,,,,,,1125485,Pleurosigma intermedium,49.2918,-122.8896,
Pleurosigma intermedium,1125485,iNaturalist,,198983502,https://www.inaturalist.org/observations/198983502,,,"Mark Webber","WL-ZM-LM908-02",,,2020-11-15,,,,,,,,,1125485,Pleurosigma intermedium,48.900676,-123.40765,1
Pleurosigma intermedium,1125485,,,,Z2021-18S:ASV281,,,"Mark Webber, Siobhan Schenck & Arjan van Asselt",,,,2021-03-07,"Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')",50,,,,,,,1125485,Pleurosigma intermedium,48.900714,-123.407906,3
Pleurosigma intermedium,1125485,,,,Z2021-18S:ASV106,,,"Mark Webber, Siobhan Schenck & Arjan van Asselt",,,,2021-03-07,"Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')",50,,,,,,,1125485,Pleurosigma intermedium,48.900714,-123.407906,3
Pleurosigma normanii,521674,iNaturalist,,4873106,https://www.inaturalist.org/observations/4873106,,,"Mark Webber",,,,2007-07-13,,,,,,,,,521674,Pleurosigma normanii,48.994453,-123.586235,1
Pleurosigma normanii,521674,iNaturalist,,4873108,https://www.inaturalist.org/observations/4873108,,,"Mark Webber",,,,2007-07-13,,,,,,,,,521674,Pleurosigma normanii,48.994453,-123.586235,1
Prestauroneis cf. integra,,,,,GBB2023-001-03-rbcL:ASV455,GBB23-001-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,544178,Prestauroneis integra,48.940726,-123.501877,2
Prestauroneis cf. integra,,,,,GBB2023-006-03-rbcL:ASV455,GBB23-006-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Costaria costata",-4.3 m,,,,,544178,Prestauroneis integra,48.940726,-123.501877,2
Prestauroneis cf. integra,,,,,GBB2023-008-03-rbcL:ASV455,GBB23-008-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Sarcodiotheca gaudichaudii",-2.8 m,,,,,544178,Prestauroneis integra,48.940726,-123.501877,2
Prestauroneis cf. integra,,,,,GBB2023-009-03-rbcL:ASV455,GBB23-009-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"on sand casting of a moon snail",-4.3 m,,,,,544178,Prestauroneis integra,48.940726,-123.501877,2
Prestauroneis cf. integra,,,,,GBB2023-011-03-rbcL:ASV455,GBB23-011-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,544178,Prestauroneis integra,48.940726,-123.501877,2
Prestauroneis cf. integra,,,,,GBB2023-018-03-rbcL:ASV455,GBB23-018-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Polyneura latissima",-4.3 m,,,,,544178,Prestauroneis integra,48.940726,-123.501877,2
Prestauroneis cf. integra,,,,,GBB2023-019-03-rbcL:ASV455,GBB23-019-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,544178,Prestauroneis integra,48.940726,-123.501877,2
Prestauroneis cf. integra,,,,,GBB2023-022-03-rbcL:ASV455,GBB23-022-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,544178,Prestauroneis integra,48.940726,-123.501877,2
Prestauroneis cf. integra,,,,,GBB2023-027-03-rbcL:ASV455,GBB23-027-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ulva expansa",-3.7 m,,,,,544178,Prestauroneis integra,48.940726,-123.501877,2
Prestauroneis cf. integra,,,,,GBB2023-124-03-rbcL:ASV455,GBB23-124-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Ulva sp.",,,,,,544178,Prestauroneis integra,48.995588,-123.586078,2
Prestauroneis cf. integra,,,,,GBB2023-161-03-rbcL:ASV455,GBB23-161-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Sarcodiotheca furcata",-13 m,,,,,544178,Prestauroneis integra,48.995588,-123.586078,2
Prestauroneis cf. integra,,,,,GBB2023-172-03-rbcL:ASV455,GBB23-172-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on unknown",,,,,,544178,Prestauroneis integra,48.995588,-123.586078,2
Prestauroneis cf. integra,,,,,GBB2023-173-03-rbcL:ASV455,GBB23-173-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Zostera marina",,,,,,544178,Prestauroneis integra,48.995588,-123.586078,2
Prestauroneis cf. integra,,,,,Z2021-rbcL:ASV472,,,"Mark Webber, Siobhan Schenck & Arjan van Asselt",,,,2021-03-07,"Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')",50,,,,,,,544178,Prestauroneis integra,48.900714,-123.407906,3
Prestauroneis cf. integra,,,,,Z2021-rbcL:ASV455,,,"Mark Webber, Siobhan Schenck & Arjan van Asselt",,,,2021-03-07,"Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')",50,,,,,,,544178,Prestauroneis integra,48.900714,-123.407906,3
Proboscia alata,484704,MBA,,250AT-5-1000,urn:catalog:MBA:CPR:250AT-5-1000,,,,,3496868254,250AT,2018-04-14,,,,,,,15000,,484704,Proboscia alata,48.563,-124.878,4
Proboscia alata,484704,MBA,,229AT-5-1000,urn:catalog:MBA:CPR:229AT-5-1000,,,,,2601906309,229AT,2017-04-27,,,,,,,15000,,484704,Proboscia alata,48.557,-124.855,4
Proschkinia complanatula,1465274,iNaturalist,,188679253,https://www.inaturalist.org/observations/188679253,,,"Mark Webber",,,,2021-03-07,,,,,,,,,1465274,Proschkinia complanatula,48.900402,-123.407271,1
Psammogramma vigoensis,1589293,,,,GBB2023-001-03-rbcL:ASV723,GBB23-001-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,1589293,Psammogramma vigoensis,48.940726,-123.501877,2
Psammogramma vigoensis,1589293,,,,GBB2023-006-03-rbcL:ASV723,GBB23-006-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Costaria costata",-4.3 m,,,,,1589293,Psammogramma vigoensis,48.940726,-123.501877,2
Psammogramma vigoensis,1589293,,,,GBB2023-008-03-rbcL:ASV723,GBB23-008-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Sarcodiotheca gaudichaudii",-2.8 m,,,,,1589293,Psammogramma vigoensis,48.940726,-123.501877,2
Psammogramma vigoensis,1589293,,,,GBB2023-009-03-rbcL:ASV723,GBB23-009-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"on sand casting of a moon snail",-4.3 m,,,,,1589293,Psammogramma vigoensis,48.940726,-123.501877,2
Psammogramma vigoensis,1589293,,,,GBB2023-011-03-rbcL:ASV723,GBB23-011-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,1589293,Psammogramma vigoensis,48.940726,-123.501877,2
Psammogramma vigoensis,1589293,,,,GBB2023-018-03-rbcL:ASV723,GBB23-018-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Polyneura latissima",-4.3 m,,,,,1589293,Psammogramma vigoensis,48.940726,-123.501877,2
Psammogramma vigoensis,1589293,,,,GBB2023-019-03-rbcL:ASV723,GBB23-019-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,1589293,Psammogramma vigoensis,48.940726,-123.501877,2
Psammogramma vigoensis,1589293,,,,GBB2023-022-03-rbcL:ASV723,GBB23-022-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,1589293,Psammogramma vigoensis,48.940726,-123.501877,2
Psammogramma vigoensis,1589293,,,,GBB2023-027-03-rbcL:ASV723,GBB23-027-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ulva expansa",-3.7 m,,,,,1589293,Psammogramma vigoensis,48.940726,-123.501877,2
Psammogramma vigoensis,1589293,,,,GBB2023-124-03-rbcL:ASV723,GBB23-124-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Ulva sp.",,,,,,1589293,Psammogramma vigoensis,48.995588,-123.586078,2
Psammogramma vigoensis,1589293,,,,GBB2023-161-03-rbcL:ASV723,GBB23-161-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Sarcodiotheca furcata",-13 m,,,,,1589293,Psammogramma vigoensis,48.995588,-123.586078,2
Psammogramma vigoensis,1589293,,,,GBB2023-172-03-rbcL:ASV723,GBB23-172-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on unknown",,,,,,1589293,Psammogramma vigoensis,48.995588,-123.586078,2
Psammogramma vigoensis,1589293,,,,GBB2023-173-03-rbcL:ASV723,GBB23-173-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Zostera marina",,,,,,1589293,Psammogramma vigoensis,48.995588,-123.586078,2
Pseudo-nitzschia americana,332990,,,,HM007522,,https://www.ebi.ac.uk/ena/browser/view/HM007522,,,3346628188,,2006-06-27,"Puget Sound, WA",,,,,"Pseudo-nitzschia americana clone P4_WhidbeyBasin_41 internal transcribed spacer 1, partial sequence.",,,332990,Pseudo-nitzschia americana,48.24,-122.55,
Pseudo-nitzschia delicatissima,320115,MBA,,160AT-5-10623,urn:catalog:MBA:CPR:160AT-5-10623,,,,,3496732308,160AT,2013-05-11,,,,,,,15000,,320115,Pseudo-nitzschia delicatissima,48.53,-124.703,4
Pseudo-nitzschia delicatissima,320115,,,,HM007523,,https://www.ebi.ac.uk/ena/browser/view/HM007523,,,3346630201,,2006-06-26,"Puget Sound, WA",,,,,"Pseudo-nitzschia delicatissima clone P30_MainBasin_69 internal transcribed spacer 1, partial sequence.",,,320115,Pseudo-nitzschia delicatissima,47.46,-122.41,
Pseudo-nitzschia delicatissima,320115,MBA,,216VJ-5-10623,urn:catalog:MBA:CPR:216VJ-5-10623,,,,,2601792607,216VJ,2012-04-03,,,,,,,15000,,320115,Pseudo-nitzschia delicatissima,48.453,-124.525,4
Pseudo-nitzschia delicatissima,320115,MBA,,202VJ-5-10623,urn:catalog:MBA:CPR:202VJ-5-10623,,,,,2601654090,202VJ,2011-06-12,,,,,,,15000,,320115,Pseudo-nitzschia delicatissima,48.438,-124.487,4
Pseudo-nitzschia delicatissima,320115,MBA,,10AT-37-119,urn:catalog:MBA:CPR:10AT-37-119,,,,,2600007493,10AT,2004-06-17,,,,,,,15000,,320115,Pseudo-nitzschia delicatissima,48.4182,-124.3694,4
Pseudo-nitzschia linea,1589598,,,,MB2022-rbcL:ASV687,5-miners-oct-31-2022,,"Mark Webber",,,,2022-10-31,"Miner’s Bay wharf",20,"pelagic",-3m,,,,,1589598,Pseudo-nitzschia linea,48.852153,-123.302218,6
Pseudo-nitzschia linea,1589598,,,,MWP2022-2023-1-rbcL:ASV687,1,,"Mark Webber, Arjan van Asselt",,,,2022-04-11,"Spanish Hills wharf",15,"pelagic",-5m,,,,,1589598,Pseudo-nitzschia linea,48.995588,-123.586078,7
Pseudo-nitzschia linea,1589598,,,,MWP2022-2023-10-rbcL:ASV687,10-site3-trincomali-july-15-1022,,"Mark Webber",,,,2022-07-15,"Trincomali Channel, west of Porlier Pass (Site 3)",600,"pelagic",-10m,,,,,1589598,Pseudo-nitzschia linea,48.990918,-123.596277,7
Pseudo-nitzschia linea,1589598,,,,MWP2022-2023-2-rbcL:ASV687,2-site1-dionesio-july-15-2022,,"Mark Webber",,,,2022-07-15,"Dionisio Point",100,"pelagic",-5m,,,,,1589598,Pseudo-nitzschia linea,49.013409,-123.574812,7
Pseudo-nitzschia linea,1589598,,,,MWP2022-2023-3-rbcL:ASV687,3-site2-westside-july-15-2022,,"Mark Webber",,,,2022-07-15,"Trincomali Channel, west of Porlier Pass (Site 2)",600,"pelagic",-10m,,,,,1589598,Pseudo-nitzschia linea,49.003983,-123.606748,7
Pseudo-nitzschia linea,1589598,,,,MWP2022-2023-4-rbcL:ASV687,4-site3-trincomali-july-15-2022,,"Mark Webber",,,,2022-07-15,"Trincomali Channel, west of Porlier Pass (Site 3)",600,"pelagic",-10m,,,,,1589598,Pseudo-nitzschia linea,48.990918,-123.596277,7
Pseudo-nitzschia linea,1589598,,,,MWP2022-2023-6-rbcL:ASV687,6,,"Mark Webber, Arjan van Asselt",,,,2022-12-17,"Spanish Hills wharf",15,"pelagic",-5m,,,,,1589598,Pseudo-nitzschia linea,48.995588,-123.586078,7
Pseudo-nitzschia linea,1589598,,,,MWP2022-2023-7-rbcL:ASV687,7,,"Mark Webber, Arjan van Asselt",,,,2023-02-22,"Spanish Hills wharf",15,"pelagic",-5m,,,,,1589598,Pseudo-nitzschia linea,48.995588,-123.586078,7
Pseudo-nitzschia linea,1589598,,,,MWP2022-2023-8-rbcL:ASV687,8-MHMPP-july-22-2021,,"Mark Webber, Arjan van Asselt",,,,2021-07-22,"Montague Harbour Marine Provincial Park",80,"pelagic",-1m,,,,,1589598,Pseudo-nitzschia linea,48.90074,-123.408354,7
Pseudo-nitzschia multiseries,320116,,,,HM007506,,https://www.ebi.ac.uk/ena/browser/view/HM007506,,,3349958428,,2006-06-27,"Puget Sound, WA",,,,,"Pseudo-nitzschia multiseries clone P4_WhidbeyBasin_40_A internal transcribed spacer 1, partial sequence.",,,320116,Pseudo-nitzschia multiseries,48.24,-122.55,
Pseudo-nitzschia multiseries,320116,,,,HM007508,,https://www.ebi.ac.uk/ena/browser/view/HM007508,,,3349956392,,2006-06-27,"Puget Sound, WA",,,,,"Pseudo-nitzschia multiseries clone P4_WhidbeyBasin_58_A internal transcribed spacer 1, partial sequence.",,,320116,Pseudo-nitzschia multiseries,48.24,-122.55,
