iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Origin,Status,Reporting Status,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Accession Number,iNaturalist Observation Link,iNaturalist Obs Photo Link,Notes,Critical Notes,Common name
Rumex occidentalis,61086,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,Rumex occidentalis,Rumex occidentalis,native,S4S5 (2015),new 2017,,,SQUAMISH,2017-05-21,judithofsquamish,,https://www.inaturalist.org/observations/9968540,https://static.inaturalist.org/photos/13692681/medium.jpeg?1519412089,,,western dock
Ruppia maritima,61090,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Ruppiaceae,,,Ruppia,Ruppia maritima,Ruppia maritima,native,S5 (2001),confirmed,1980-01-01, ,SQUAMISH,2015-07-14,judithofsquamish,V199577,https://www.inaturalist.org/observations/9974569,https://static.inaturalist.org/photos/13704936/medium.jpeg?1519447007,,,widgeongrass
Sabulina macra,836878,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,Sabulina,Sabulina macra,Sabulina macra ,native,S5 (2000),reported,1993-05-24,Terry Taylor,SQUAMISH,,,V182022,,,Herbarium record Minuartia tenella (J. Gay) Mattf.,,California sandwort
Sabulina rubella,836893,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,Sabulina,Sabulina rubella,Sabulina rubella ,native,S5 (2015) ,reported,1951-08-22,W. Cottle ,SQUAMISH,,,UBC: V27283,,,,,reddish sandwort
Sagina maxima crassicaulis,80178,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,Sagina,Sagina maxima,Sagina maxima crassicaulis,native,S5 (2000),new 2018,,,SQUAMISH,2018-07-14,judithofsquamish,,https://www.inaturalist.org/observations/14418686,https://static.inaturalist.org/photos/21452159/medium.jpeg?1531760715,,,thick-stemmed pearlwort
Sagina procumbens,55667,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,Sagina,Sagina procumbens,Sagina procumbens,exotic,SNA (2015),confirmed,1944-08-05,Vernon C. Brink,SQUAMISH,2019-04-05,benkeen,UBC: V120920,https://www.inaturalist.org/observations/22064952,https://static.inaturalist.org/photos/34170416/medium.jpg?1554515353,,,procumbent pearlwort
Sagina saginoides,78923,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sagineae,Sagina,Sagina saginoides,Sagina saginoides ,native,S5 (2015),reported,1967-08-16,V. Bednar,SQUAMISH,,,UBC: V158297,,,,,alpine pearlwort
Salicornia depressa,78930,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Salicornioideae,Salicornieae,Salicornia,Salicornia depressa,Salicornia depressa ,native,S4 (2015) ,reported,1933-07-30,H.B. Brown ,SQUAMISH,,,UBC: V41601,,,,,Virginia glasswort
Salix arctica,67799,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix arctica,Salix arctica ,native,S5 (2015) ,reported,1912-08-00,John Davidson,SQUAMISH,,,UBC: V62886,,,,,Arctic willow
Salix barclayi,168319,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix barclayi,Salix barclayi,native,S5 (2015),new 2017,,,SQUAMISH,2017-07-02,judithofsquamish,,https://www.inaturalist.org/observations/6939595,https://static.inaturalist.org/photos/8867840/medium.jpeg?1499314618,,,Barclay's willow
Salix commutata,168327,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix commutata,Salix commutata ,native,S5 (2015),reported,1913-08-00,John Davidson,SQUAMISH,,,UBC: V62895,,,,,undergreen willow
Salix glauca villosa,242736,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix glauca,Salix glauca villosa,native,S5 (2000),new 2018,,,SQUAMISH,2018-08-29,judithofsquamish,,https://www.inaturalist.org/observations/17456702,https://static.inaturalist.org/photos/26541298/medium.jpeg?1539407880,,,Silky willow
Salix hookeriana,78941,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix hookeriana,Salix hookeriana ,native,S5 (2015),reported,1999-07-22,Frank Lomer,SQUAMISH,,,UBC: V234449,,,,,coastal willow
Salix nivalis,78948,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix nivalis,Salix nivalis ,native,S5 (2015),reported,1958-07-25,Vernon C. Brink,SQUAMISH,,,UBC: V120348,,,,,snow willow
Salix lasiandra lasiandra,81358,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix lasiandra,Salix lasiandra lasiandra,native,S5 (2000) ,confirmed,0000-00-00,BC Parks,SQUAMISH,2017-05-13,judithofsquamish,,https://www.inaturalist.org/observations/7376308,https://static.inaturalist.org/photos/9569866/medium.jpeg?1502036568,,,Pacific willow
Salix scouleriana,71076,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix scouleriana,Salix scouleriana,native,S5 (2015),confirmed,1912-06-15,John Davidson,SQUAMISH,2017-07-02,judithofsquamish,UBC: V62879,https://www.inaturalist.org/observations/6939797,https://static.inaturalist.org/photos/8868112/medium.jpeg?1499315415,,,Scouler's willow
Salix sitchensis,61100,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Salix sitchensis,Salix sitchensis,native,S5 (2015) ,confirmed,1978-00-00,Brenda Storey ,SQUAMISH,2017-05-31,sea2skynaturebc,V147620,http://inaturalist.ca/observations/6444384,https://static.inaturalist.org/photos/8142213/medium.jpg?1496246230,,,Sitka willow
Sambucus racemosa,57824,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,Sambucus,Sambucus racemosa,Sambucus racemosa,native,S5 (2000) ,confirmed,2012-05-02,Erin R. Manton,SQUAMISH,2017-05-05,chlorophilia,UBC: V238868,https://www.inaturalist.org/observations/6113044,https://static.inaturalist.org/photos/7647743/medium.jpeg?1494086077,,,red-berried elder
Sanguisorba minor,55736,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Agrimonieae,Sanguisorba,Sanguisorba minor,Sanguisorba minor,exotic,SNA (2000) ,confirmed,1987-05-16,Terry M. Taylor,SQUAMISH,2019-07-31,benkeen,UBC: V191380,https://www.inaturalist.org/observations/29959809,https://static.inaturalist.org/photos/46785471/medium.jpeg?1564630942,,,salad burnet
Sanguisorba stipulata,782906,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Agrimonieae,Sanguisorba,Sanguisorba stipulata,Sanguisorba stipulata ,native,S5 (2015) ,reported,1943-07-03,Vernon C. Brink ,SQUAMISH,,,UBC: V83552,,,,,Sitka burnet
Saxifraga bronchialis austromontana,238406,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,Saxifraga,Saxifraga bronchialis,Saxifraga bronchialis subsp. austromontana ,native,S5 (2000) ,reported,1976-07-15,Murray Clark ,SQUAMISH,,,UBC: V161989,,,"Herbarium record S. austromontana, iNaturalist name entered",,yellow-spot saxifrage
Saxifraga cespitosa,78985,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,Saxifraga,Saxifraga cespitosa,Saxifraga cespitosa ,native,S4 (2015),reported,1965-07-02,Bruce Fraser,SQUAMISH,,,UBC: V194626,,,,,tufted saxifrage
Saxifraga mertensiana,68218,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,Saxifraga,Saxifraga mertensiana,Saxifraga mertensiana ,native,S4 (2015) ,reported,1966-07-29,B. Fraser ,SQUAMISH,,,UBC: V194882,,,,,wood saxifrage
Sceptridium multifidum,78990,Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,Ophioglossales,,,Ophioglossaceae,Botrychioideae,,Sceptridium,Sceptridium multifidum,Sceptridium multifidum,native,S5 (2015) ,reported,1963-07-19,L. Orloci ,SQUAMISH,,,UBC: V104389,,,,,leathery grapefern
Scheuchzeria palustris,78991,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Scheuchzeriaceae,,,Scheuchzeria,Scheuchzeria palustris,Scheuchzeria palustris,native,S5 (2019),new 2019,,,SQUAMISH,2019-05-04,judithofsquamish,,https://www.inaturalist.org/observations/24650028,https://static.inaturalist.org/photos/38116702/medium.jpeg?1557119057,,,Rannoch rush
Schoenoplectus acutus,59205,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Fuireneae,Schoenoplectus,Schoenoplectus acutus,Schoenoplectus acutus,native,S5 (2019),new 2017,,,SQUAMISH,2017-08-07,judithofsquamish,,https://www.inaturalist.org/observations/8099262,https://static.inaturalist.org/photos/10743114/medium.jpeg?1506396671,,,hardstem bulrush
Schoenoplectus pungens,59072,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Fuireneae,Schoenoplectus,Schoenoplectus pungens,Schoenoplectus pungens ,native,S5 (2000) ,reported,1978-06-02,Bob Ogwang,SQUAMISH,,,UBC: V163927,,,,,three-square bulrush
Schoenoplectus subterminalis,78997,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Fuireneae,Schoenoplectus,Schoenoplectus subterminalis,Schoenoplectus subterminalis ,native,S4 (2015) ,reported,2004-07-25,Frank Lomer ,SQUAMISH,,,UBC: V230060,,,,,water bulrush
Schoenoplectus tabernaemontani,78998,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Fuireneae,Schoenoplectus,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,native,S5 (2015) ,new 2015,,,SQUAMISH,2015-07-15,judithofsquamish,,http://www.inaturalist.org/observations/4484903,https://static.inaturalist.org/photos/5415354/medium.jpeg?1478131751,,,soft-stemmed bulrush
Scirpus microcarpus,59068,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Scirpeae,Scirpus,Scirpus microcarpus,Scirpus microcarpus,native,S5 (2015),new 2015,,,SQUAMISH,2015-05-18,judithofsquamish,,http://www.inaturalist.org/observations/4484970,https://static.inaturalist.org/photos/5415472/medium.jpeg?1478132307,,,panicled bulrush
Scutellaria lateriflora,79017,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Scutellarioideae,,Scutellaria,Scutellaria lateriflora,Scutellaria lateriflora,exotic,SNA (2019),new 2019,,,SQUAMISH,2019-08-17,benkeen,,https://www.inaturalist.org/observations/31020809,https://static.inaturalist.org/photos/48506190/medium.jpeg?1566082642,,,side-flowering skullcap
Securigera varia,127186,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Loteae,Securigera,Securigera varia,Securigera varia,exotic,SNA (2001),new 2018,,,SQUAMISH,2018-08-03,derekkillby,,https://www.inaturalist.org/observations/15113809,https://static.inaturalist.org/photos/22580624/medium.jpg?1533415481,,,purple crownvetch
Sedum album,79025,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum album,Sedum album,exotic,SNA (2001),new 2018,,,SQUAMISH,2018-09-15,benkeen,,https://www.inaturalist.org/observations/16564538,https://static.inaturalist.org/photos/24945563/medium.jpg?1537043610,,,white stonecrop
Sedum divergens,61155,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum divergens,Sedum divergens ,native,S5 (2015),reported,1965-07-23,B. Fraser,SQUAMISH,,,UBC: V161007,,,,,Pacific stonecrop
Sedum lanceolatum,79026,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum lanceolatum,Sedum lanceolatum,native,S5 (2000),new 2015,,,SQUAMISH,2015-06-23,hillanddale,,https://www.inaturalist.org/observations/9530917,https://static.inaturalist.org/photos/12997201/medium.jpeg?1516395492,,,spearleaf stonecrop
Sedum oreganum,79030,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum oreganum,Sedum oreganum,native,S5 ,confirmed,1975-07-05,Ken Wilkins,SQUAMISH,2017-10-09,rainwalker,UBC: V154215,https://www.inaturalist.org/observations/8336953,https://static.inaturalist.org/photos/11078544/medium.jpg?1507609710,,,Oregon stonecrop
Sedum spathulifolium,58886,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum spathulifolium,Sedum spathulifolium,native,S5 (2014),new 2018,,,SQUAMISH,2018-06-27,thuja,,https://www.inaturalist.org/observations/13896595,https://static.inaturalist.org/photos/20523877/medium.jpeg?1530312892,,,broad-leaved stonecrop
Selaginella wallacei,63875,Plantae,Tracheophyta,,,Lycopodiopsida,,,Selaginellales,,,Selaginellaceae,,,Selaginella,Selaginella wallacei,Selaginella wallacei,native,S5? (2015),confirmed,2009-05-11,W. R. Buck ,SQUAMISH,2018-09-15,benkeen,NY: 01105226,https://www.inaturalist.org/observations/16568476,https://static.inaturalist.org/photos/24952830/medium.jpg?1537050353,,,Wallace's spikemoss
Senecio fremontii,79045,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio fremontii,Senecio fremontii ,native,S4 (2015) ,reported,1975-09-14,D. Sheffield ,SQUAMISH,,,UBC: V148060,,,,,Fremont's ragwort
Senecio sylvaticus,53210,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio sylvaticus,Senecio sylvaticus,exotic,SNA (2001),reported,1974-07-02,Charles E. Beil ,SQUAMISH,,,UBC: V176157,,,,,heath groundsel
Senecio triangularis,79055,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio triangularis,Senecio triangularis,native,S5 (2015) ,confirmed,1965-07-29,Bruce Fraser ,SQUAMISH,2017-07-30,judithofsquamish,UBC: V158301,https://www.inaturalist.org/observations/7361678,https://static.inaturalist.org/photos/9545352/medium.jpeg?1501954203,,,arrowleaf senecio
Senecio viscosus,126892,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio viscosus,Senecio viscosus,exotic,SNA (2001),new 2018,,,SQUAMISH,2018-08-21,judithofsquamish,,https://www.inaturalist.org/observations/15865270,https://static.inaturalist.org/photos/23720738/medium.jpeg?1535164811,,,sticky groundsel
Senecio vulgaris,53211,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio vulgaris,Senecio vulgaris,exotic,SNA (2001),new 2014,,,SQUAMISH,2014-06-16,hillanddale,,https://www.inaturalist.org/observations/9528577,https://static.inaturalist.org/photos/12993246/medium.jpeg?1516376682,,,common groundsel
Sidalcea hendersonii,168942,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Sidalcea,Sidalcea hendersonii,Sidalcea hendersonii,native,S3 (2015) ,confirmed,2014-08-09,Anne Anderson,SQUAMISH,2015-07-09,judithofsquamish,UBC: V244534,http://www.inaturalist.org/observations/4485167,https://static.inaturalist.org/photos/5415647/medium.jpeg?1478133571,,,Henderson's checker-mallow
Silene acaulis,68886,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene acaulis,Silene acaulis ,native,S5 (2015),reported,1966-00-00,B. Fraser ,SQUAMISH,,,UBC: V158302,,,,,moss campion
Silene coronaria,485191,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene coronaria,Silene coronaria,exotic,SNA (2001),new 2018,,,SQUAMISH,2018-09-18,benkeen,,https://www.inaturalist.org/observations/16675623,https://static.inaturalist.org/photos/25149512/medium.jpg?1537320716,,,rose campion
Silene dioica,55759,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene dioica,Silene dioica,exotic,SNA (2001) ,new 2018,,,SQUAMISH,2018-09-24,keeganjd,,https://www.inaturalist.org/observations/16893375,https://static.inaturalist.org/photos/25520991/medium.jpg?1537849442,,,red campion
Silene menziesii,79111,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene menziesii,Silene menziesii,native,S5 (2019) ,reported,1928-06-03,,SQUAMISH,,,V038481,,,,,Menzies' catchfly
Silene parryi,143681,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene parryi,Silene parryi ,native,S5 (2000),reported,1965-08-18,B. Fraser,SQUAMISH,,,UBC: V158303,,,,,Parry's campion
Sisymbrium officinale,53266,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,Sisymbrieae,Sisymbrium,Sisymbrium officinale,Sisymbrium officinale,exotic,SNA (2019),new 2019,,,SQUAMISH,2019-05-31,benkeen,,https://www.inaturalist.org/observations/26156427,https://static.inaturalist.org/photos/40588845/medium.jpeg?1559361590,,,hedge mustard
Sium suave,79131,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Oenantheae,Sium,Sium suave,Sium suave,native,S5 (2000),new 2015,,,SQUAMISH,2015-07-15,judithofsquamish,,http://www.inaturalist.org/observations/4485626,https://static.inaturalist.org/photos/5416518/medium.jpeg?1478139944,,,water parsnip
Solanum americanum,59035,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum americanum,Solanum americanum,exotic,SNA (2008) ,new 2018,,,SQUAMISH,2018-11-25,benkeen,,https://www.inaturalist.org/observations/18629407,https://static.inaturalist.org/photos/28514573/medium.jpg?1543173152,,,American black nightshade
Solanum dulcamara,55620,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum dulcamara,Solanum dulcamara,exotic,SNA (2000),new 2015,,,SQUAMISH,2015-07-09,judithofsquamish,,http://www.inaturalist.org/observations/4485828,https://static.inaturalist.org/photos/5416800/medium.jpeg?1478142311,,,bittersweet nightshade
Solanum nigrum,79141,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum nigrum,Solanum nigrum,exotic,SNA (2008),confirmed,1978-09-16,Martin Small,SQUAMISH,2019-07-20,benkeen,UBC: V165159,https://www.inaturalist.org/observations/29219492,https://static.inaturalist.org/photos/45592539/medium.jpeg?1563679603,,,black nightshade
Solidago canadensis,67808,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Solidago,Solidago canadensis,Solidago canadensis,exotic,SNA (2011),new 2017,,,SQUAMISH,2007-07-28,hillanddale,,https://www.inaturalist.org/observations/9630330,https://static.inaturalist.org/photos/13147772/medium.jpeg?1517060355,,,Canada goldenrod
Sonchus arvensis,79156,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,Sonchus arvensis,Sonchus arvensis,exotic,SNA (2000),new 2015,,,SQUAMISH,2015-06-20,judithofsquamish,,http://www.inaturalist.org/observations/4485886,https://static.inaturalist.org/photos/5416872/medium.jpeg?1478142898,,,perennial sow thistle
Sonchus asper,53269,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,Sonchus asper,Sonchus asper,exotic,SNA (2001) ,new 2018,,,SQUAMISH,2018-09-24,keeganjd,,https://www.inaturalist.org/observations/16893484,https://static.inaturalist.org/photos/25521209/medium.jpg?1537849811,,,prickly sowthistle
Sorbus aucuparia,56063,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,Sorbus aucuparia,Sorbus aucuparia,exotic,SNA (2001) ,new 2015,,,SQUAMISH,2015-04-05,judithofsquamish,,http://www.inaturalist.org/observations/4486114,https://static.inaturalist.org/photos/5417238/medium.jpeg?1478147478,,,rowan
Sorbus scopulina cascadensis,243023,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,Sorbus scopulina,Sorbus scopulina cascadensis,native,S5 (2019),new 2015,,,SQUAMISH,2015-07-18,judithofsquamish,,http://www.inaturalist.org/observations/4500743,https://static.inaturalist.org/photos/5440346/medium.jpeg?1478376227,,,Greene's mountain-ash
Sorbus sitchensis,48583,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,Sorbus sitchensis,Sorbus sitchensis ,native,S5 (2000),confirmed,1997-07-13,Gerald B. Straley,SQUAMISH,2018-07-21,judithofsquamish,UBC: V226166,https://www.inaturalist.org/observations/14703397,https://static.inaturalist.org/photos/21925166/medium.jpeg?1532478777,,,Sitka mountain-ash
Sorbus sitchensis grayi,81376,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Sorbus,Sorbus sitchensis,Sorbus sitchensis grayi,native,S5 (2000),confirmed,1913-08-03,W. Taylor ,SQUAMISH,2016-05-23,judithofsquamish,UBC: V32888,https://www.inaturalist.org/observations/5968467,https://static.inaturalist.org/photos/7459424/medium.jpeg?1493228097,,,dwarf or gray's mountain ash
Sparganium angustifolium,79161,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Typhaceae,,,Sparganium,Sparganium angustifolium,Sparganium angustifolium ,native,S5 (2000),reported,1998-07-09,Frank Lomer ,SQUAMISH,,,UBC: V233949,,,,,narrow-leaved bur-reed
